gxxx,0.0
gxxy,0.0
gxxz,1.4076828102e-07
gxyz,0.0
gyyx,0.0
gyyy,0.0
gyyz,1.4076828102e-07
gzzx,0.0
gzzy,0.0
gzzz,-2.8153656204e-07
