point,gxxx,gxxy,gxxz,gxyz,gyyx,gyyy,gyyz,gzzx,gzzy,gzzz,size,ratio
24,9.30682826173e-09,2.32409317794e-21,4.56267112312e-09,1.46427431255e-20,5.56575799989e-09,6.466639535e-21,8.42923630394e-09,1.48725862619e-08,3.40167687155e-20,3.86656517794e-09,1.0,0.0
25,9.30682826172e-09,4.46297544685e-21,4.56267112313e-09,1.32565192814e-20,5.56575799989e-09,6.27372550651e-21,8.42923630394e-09,1.48725862619e-08,4.20323039475e-20,3.86656517795e-09,1.0,0.0
26,9.30682826172e-09,2.74498593806e-21,4.56267112316e-09,1.64633042419e-20,5.56575799989e-09,6.83744909397e-21,8.42923630397e-09,1.48725862618e-08,2.71230971892e-20,3.86656517788e-09,1.0,0.0
27,9.30682826169e-09,3.53611957048e-21,4.5626711232e-09,2.85741739321e-20,5.56575799989e-09,1.02551267405e-20,8.42923630396e-09,1.48725862618e-08,6.65394424495e-21,3.86656517785e-09,1.0,0.0
28,9.30682826172e-09,2.28864073387e-21,4.56267112317e-09,1.01519335357e-20,5.56575799989e-09,3.46182841172e-20,8.42923630393e-09,1.48725862618e-08,6.1942696388e-20,3.86656517787e-09,1.0,0.0
29,9.30682826171e-09,2.55572959885e-22,4.56267112318e-09,1.16754362419e-21,5.56575799989e-09,4.09144210484e-22,8.42923630394e-09,1.48725862618e-08,1.3048774163e-21,3.86656517783e-09,1.0,0.0
30,1.15792528566e-08,4.49178459662e-22,1.56826515022e-09,1.92404876199e-21,5.7137527882e-09,1.48035602844e-21,1.03955097012e-08,1.7293005645e-08,4.11424127047e-21,8.82724454586e-09,1.0,0.0
31,1.15792528567e-08,1.09459001002e-20,1.56826515018e-09,3.53792668547e-20,5.71375278818e-09,2.3088291107e-21,1.03955097012e-08,1.7293005645e-08,7.53406441671e-22,8.827244546e-09,1.0,0.0
32,1.15792528567e-08,9.28680197357e-21,1.56826515023e-09,1.26717559027e-20,5.71375278818e-09,2.96994029058e-21,1.03955097012e-08,1.7293005645e-08,1.82326116643e-20,8.82724454576e-09,1.0,0.0
33,1.15792528567e-08,5.1818018615e-21,1.5682651502e-09,1.08824285284e-20,5.7137527882e-09,8.87996482152e-21,1.03955097012e-08,1.7293005645e-08,8.32066148046e-21,8.82724454579e-09,1.0,0.0
34,1.15792528566e-08,6.81086945444e-21,1.56826515016e-09,1.39835690346e-21,5.71375278819e-09,3.18733369532e-21,1.03955097012e-08,1.72930056449e-08,4.71182756426e-21,8.8272445459e-09,1.0,0.0
35,1.15792528566e-08,5.67749630593e-21,1.56826515016e-09,9.88243340692e-22,5.71375278819e-09,5.27185468835e-21,1.03955097012e-08,1.72930056449e-08,4.54179024959e-21,8.82724454591e-09,1.0,0.0
36,1.15792528566e-08,4.75820137735e-21,1.56826515021e-09,9.55394415292e-21,5.7137527882e-09,7.81533167437e-21,1.03955097012e-08,1.7293005645e-08,7.39385730288e-21,8.82724454581e-09,1.0,0.0
37,1.15792528567e-08,8.39775729849e-21,1.56826515023e-09,1.06892963957e-20,5.71375278818e-09,4.21071120941e-21,1.03955097012e-08,1.7293005645e-08,1.86398430196e-20,8.82724454576e-09,1.0,0.0
38,1.15792528567e-08,1.0773368319e-20,1.56826515017e-09,3.51364643033e-20,5.71375278818e-09,1.01019432308e-21,1.03955097012e-08,1.72930056449e-08,7.66589632684e-22,8.82724454598e-09,1.0,0.0
39,1.15792528566e-08,6.7358351256e-22,1.56826515022e-09,2.06867854559e-21,5.7137527882e-09,1.7695461254e-21,1.03955097012e-08,1.7293005645e-08,3.98096179428e-21,8.82724454585e-09,1.0,0.0
40,1.29150023207e-08,4.18889432076e-23,2.45700545699e-09,4.56594004606e-22,5.54260244805e-09,4.254034794e-22,1.24377659256e-08,1.84576047688e-08,3.6525193923e-22,1.48947713785e-08,1.0,0.0
41,1.29150023207e-08,2.97849644004e-22,2.45700545702e-09,1.60775185941e-20,5.54260244806e-09,8.93581243756e-21,1.24377659256e-08,1.84576047687e-08,2.10246564244e-20,1.48947713786e-08,1.0,0.0
42,1.29150023207e-08,9.05066129573e-21,2.457005457e-09,2.22614691548e-20,5.54260244804e-09,1.1333227422e-20,1.24377659257e-08,1.84576047688e-08,3.95322539436e-21,1.48947713787e-08,1.0,0.0
43,1.29150023207e-08,1.17725249507e-21,2.45700545696e-09,1.50412002271e-20,5.54260244805e-09,3.1347534427e-20,1.24377659256e-08,1.84576047688e-08,5.78909331032e-20,1.48947713785e-08,1.0,0.0
44,1.29150023207e-08,2.06660736289e-21,2.45700545699e-09,7.48260150415e-21,5.54260244804e-09,1.06984955488e-20,1.24377659256e-08,1.84576047688e-08,3.65073061423e-20,1.48947713786e-08,1.0,0.0
45,1.29150023207e-08,5.2310126456e-22,2.45700545699e-09,5.53682713418e-21,5.54260244804e-09,1.12804429591e-20,1.24377659256e-08,1.84576047688e-08,3.79089119915e-20,1.48947713786e-08,1.0,0.0
46,1.29150023207e-08,5.25518182913e-22,2.45700545697e-09,1.56523574528e-20,5.54260244805e-09,3.02762579855e-20,1.24377659256e-08,1.84576047688e-08,5.58311758297e-20,1.48947713785e-08,1.0,0.0
47,1.29150023207e-08,9.41144128978e-21,2.45700545701e-09,2.13744116519e-20,5.54260244804e-09,1.19568957545e-20,1.24377659257e-08,1.84576047688e-08,4.13099167788e-21,1.48947713787e-08,1.0,0.0
48,1.29150023207e-08,7.37224720938e-23,2.45700545703e-09,1.48401694888e-20,5.54260244805e-09,9.79355995869e-21,1.24377659256e-08,1.84576047687e-08,2.41616354999e-20,1.48947713786e-08,1.0,0.0
49,1.29150023207e-08,7.67080771172e-23,2.457005457e-09,4.59240336332e-22,5.54260244805e-09,3.01610730852e-22,1.24377659256e-08,1.84576047688e-08,1.00812637155e-22,1.48947713785e-08,1.0,0.0
50,1.29205459413e-08,1.41974566152e-22,7.02846474884e-09,6.95510261141e-23,5.01474235107e-09,8.77328437189e-23,1.44067008154e-08,1.79352882925e-08,5.3161863993e-22,2.14351655567e-08,1.0,0.0
51,1.29205459413e-08,3.10519078308e-21,7.02846474879e-09,7.68503457202e-21,5.01474235107e-09,1.14291028249e-20,1.44067008154e-08,1.79352882926e-08,4.4445499987e-20,2.14351655567e-08,1.0,0.0
52,1.29205459413e-08,1.25042631378e-20,7.02846474883e-09,1.34071760128e-21,5.01474235108e-09,4.34678242018e-21,1.44067008154e-08,1.79352882925e-08,2.06358298377e-21,2.14351655567e-08,1.0,0.0
53,1.29205459413e-08,1.13480778989e-21,7.02846474882e-09,2.88980716874e-21,5.01474235107e-09,2.03189421149e-20,1.44067008154e-08,1.79352882926e-08,4.43310647192e-20,2.14351655567e-08,1.0,0.0
54,1.29205459412e-08,2.50055406705e-21,7.02846474885e-09,1.02676378473e-21,5.01474235108e-09,2.27179985359e-20,1.44067008154e-08,1.79352882924e-08,6.39004261028e-20,2.14351655569e-08,1.0,0.0
55,1.29205459412e-08,2.60454617969e-21,7.02846474885e-09,2.30415037036e-21,5.01474235108e-09,2.25327876269e-20,1.44067008155e-08,1.79352882924e-08,6.34085121322e-20,2.14351655569e-08,1.0,0.0
56,1.29205459413e-08,2.53542489975e-21,7.02846474882e-09,1.59073940377e-21,5.01474235107e-09,2.24560149263e-20,1.44067008155e-08,1.79352882925e-08,4.68173369959e-20,2.14351655567e-08,1.0,0.0
57,1.29205459413e-08,1.19206161298e-20,7.02846474883e-09,3.98558883583e-22,5.01474235108e-09,3.98083254731e-21,1.44067008154e-08,1.79352882925e-08,3.0598961822e-21,2.14351655567e-08,1.0,0.0
58,1.29205459413e-08,2.9235277034e-21,7.02846474879e-09,9.42340309692e-21,5.01474235107e-09,1.00007170033e-20,1.44067008154e-08,1.79352882926e-08,4.14917414172e-20,2.14351655567e-08,1.0,0.0
59,1.29205459413e-08,1.96028880478e-22,7.02846474884e-09,2.61854362661e-23,5.01474235107e-09,1.0789537115e-22,1.44067008154e-08,1.79352882925e-08,7.57283850792e-22,2.14351655567e-08,1.0,0.0
60,1.14300734487e-08,1.64137190455e-22,1.15202501503e-08,8.83596915269e-23,4.13421708059e-09,7.46323707676e-22,1.61444522219e-08,1.55642905293e-08,8.81528963737e-22,2.7664702366e-08,1.0,0.0
61,1.14300734487e-08,2.63011769284e-21,1.15202501503e-08,4.24074820541e-21,4.13421708062e-09,1.36065782392e-20,1.61444522219e-08,1.55642905293e-08,8.11409897187e-21,2.76647023659e-08,1.0,0.0
62,1.14300734487e-08,1.01450987943e-20,1.15202501503e-08,1.33041791018e-20,4.13421708062e-09,2.55981380312e-21,1.61444522219e-08,1.55642905293e-08,3.83761397906e-20,2.7664702366e-08,1.0,0.0
63,1.14300734487e-08,7.74045244189e-21,1.15202501503e-08,4.7306200738e-21,4.13421708064e-09,2.62701964295e-20,1.61444522219e-08,1.55642905294e-08,3.17127863662e-20,2.7664702366e-08,1.0,0.0
64,1.14300734487e-08,1.83000979701e-20,1.15202501503e-08,3.56362332585e-21,4.13421708063e-09,2.72644675258e-20,1.61444522219e-08,1.55642905294e-08,8.45684642856e-20,2.76647023659e-08,1.0,0.0
65,1.14300734487e-08,1.75228196129e-20,1.15202501503e-08,5.19048725794e-21,4.13421708063e-09,2.75324223455e-20,1.61444522219e-08,1.55642905294e-08,8.75252213852e-20,2.76647023659e-08,1.0,0.0
66,1.14300734487e-08,8.48547075516e-21,1.15202501503e-08,4.43373978207e-21,4.13421708064e-09,2.64029847672e-20,1.61444522219e-08,1.55642905294e-08,3.21730865277e-20,2.7664702366e-08,1.0,0.0
67,1.14300734487e-08,1.09889651908e-20,1.15202501503e-08,1.47705376834e-20,4.13421708062e-09,2.95225930499e-21,1.61444522219e-08,1.55642905293e-08,3.87034706686e-20,2.76647023659e-08,1.0,0.0
68,1.14300734487e-08,2.95172939241e-21,1.15202501503e-08,4.11110056909e-21,4.13421708061e-09,1.36181329184e-20,1.61444522219e-08,1.55642905293e-08,7.98927224756e-21,2.76647023659e-08,1.0,0.0
69,1.14300734487e-08,2.57692610204e-22,1.15202501503e-08,6.3227618072e-23,4.13421708059e-09,8.78827702049e-22,1.61444522219e-08,1.55642905293e-08,2.79018360372e-22,2.7664702366e-08,1.0,0.0
70,8.53503322358e-09,3.26781578398e-22,1.52898197446e-08,3.66059732797e-22,2.94662992383e-09,6.58125574863e-22,1.7505004458e-08,1.14816631474e-08,1.00031985452e-21,3.27948241972e-08,1.0,0.0
71,8.53503322365e-09,4.06447795558e-21,1.52898197445e-08,3.779633788e-22,2.94662992384e-09,1.56129823632e-20,1.7505004458e-08,1.14816631476e-08,3.10837672091e-20,3.2794824197e-08,1.0,0.0
72,8.53503322366e-09,1.28469550183e-20,1.52898197445e-08,3.52989632884e-21,2.94662992383e-09,2.06489096312e-20,1.7505004458e-08,1.14816631476e-08,8.42620455674e-20,3.2794824197e-08,1.0,0.0
73,8.53503322365e-09,2.30665129924e-21,1.52898197445e-08,6.34612965951e-21,2.94662992382e-09,1.92247114115e-21,1.7505004458e-08,1.14816631475e-08,6.48098594875e-21,3.27948241969e-08,1.0,0.0
74,8.53503322367e-09,1.02188923523e-20,1.52898197445e-08,1.19768644114e-21,2.94662992383e-09,3.43598935733e-20,1.7505004458e-08,1.14816631476e-08,5.47598735389e-20,3.27948241969e-08,1.0,0.0
75,8.53503322367e-09,9.68072735326e-21,1.52898197445e-08,2.09387847371e-21,2.94662992383e-09,3.39734709803e-20,1.7505004458e-08,1.14816631476e-08,5.1824933328e-20,3.27948241969e-08,1.0,0.0
76,8.53503322364e-09,1.43105477146e-21,1.52898197445e-08,5.30929753576e-21,2.94662992382e-09,2.40169305915e-21,1.7505004458e-08,1.14816631475e-08,4.32651649517e-21,3.27948241969e-08,1.0,0.0
77,8.53503322366e-09,1.35693874234e-20,1.52898197445e-08,2.78522052004e-21,2.94662992383e-09,2.00128852883e-20,1.7505004458e-08,1.14816631476e-08,8.43934638872e-20,3.2794824197e-08,1.0,0.0
78,8.53503322365e-09,3.80077213006e-21,1.52898197445e-08,1.00112118574e-21,2.94662992384e-09,1.64591881298e-20,1.7505004458e-08,1.14816631476e-08,3.23016614141e-20,3.2794824197e-08,1.0,0.0
79,8.53503322358e-09,2.88143196504e-22,1.52898197446e-08,5.12942452662e-22,2.94662992383e-09,1.05956666589e-21,1.7505004458e-08,1.14816631474e-08,8.53288500637e-22,3.27948241972e-08,1.0,0.0
80,4.55985139524e-09,3.92338873117e-22,1.77927903526e-08,1.86277196538e-22,1.53307611198e-09,1.5273114529e-22,1.83715127636e-08,6.09292750721e-09,4.59395432697e-22,3.6164303115e-08,1.0,0.0
81,4.55985139528e-09,3.59723400058e-22,1.77927903526e-08,3.61043657864e-21,1.53307611199e-09,1.08729272605e-20,1.83715127636e-08,6.09292750733e-09,1.53149905475e-20,3.6164303115e-08,1.0,0.0
82,4.55985139526e-09,8.84292587088e-21,1.77927903526e-08,7.34372886529e-21,1.53307611198e-09,2.5472794319e-20,1.83715127636e-08,6.09292750728e-09,4.27913972559e-20,3.6164303115e-08,1.0,0.0
83,4.55985139525e-09,1.0856936179e-20,1.77927903526e-08,2.37463520584e-21,1.53307611199e-09,6.22693810312e-21,1.83715127636e-08,6.09292750727e-09,1.2837791408e-20,3.6164303115e-08,1.0,0.0
84,4.55985139526e-09,1.72346958035e-21,1.77927903526e-08,1.46543705061e-20,1.53307611199e-09,6.29045006452e-21,1.83715127636e-08,6.09292750728e-09,1.04015377089e-21,3.6164303115e-08,1.0,0.0
85,4.55985139526e-09,1.51682952357e-21,1.77927903526e-08,1.40738318877e-20,1.53307611199e-09,7.3081665613e-21,1.83715127636e-08,6.09292750728e-09,7.41903461278e-22,3.6164303115e-08,1.0,0.0
86,4.55985139525e-09,1.10584548246e-20,1.77927903526e-08,1.54093408361e-21,1.53307611199e-09,5.01661777059e-21,1.83715127636e-08,6.09292750727e-09,1.23470148108e-20,3.6164303115e-08,1.0,0.0
87,4.55985139526e-09,9.30952359102e-21,1.77927903526e-08,7.96326775705e-21,1.53307611198e-09,2.60329248407e-20,1.83715127636e-08,6.09292750728e-09,4.30005705533e-20,3.6164303115e-08,1.0,0.0
88,4.55985139528e-09,3.22303170863e-22,1.77927903526e-08,3.97745920137e-21,1.53307611199e-09,1.12536371374e-20,1.83715127636e-08,6.09292750733e-09,1.45127287509e-20,3.6164303115e-08,1.0,0.0
89,4.55985139524e-09,2.2452783752e-22,1.77927903526e-08,6.62132230955e-23,1.53307611198e-09,3.45813194835e-22,1.83715127636e-08,6.09292750721e-09,1.00094023998e-21,3.6164303115e-08,1.0,0.0
90,2.96875121845e-21,2.02290896209e-22,1.86689519746e-08,8.887538694e-22,1.3110812709e-21,1.02320949303e-21,1.86689519746e-08,5.11826275823e-20,9.92875229005e-23,3.73379039466e-08,1.0,0.0
91,4.3625505506e-21,6.18336894929e-22,1.86689519747e-08,8.42670861993e-22,1.10345893715e-21,1.49896759222e-21,1.86689519747e-08,4.80674653955e-20,1.52312385105e-21,3.73379039466e-08,1.0,0.0
92,4.2235842077e-21,1.37267068361e-21,1.86689519746e-08,1.06494333987e-21,7.02689930364e-22,1.46765105122e-21,1.86689519746e-08,4.99815613329e-20,4.26863970169e-21,3.73379039466e-08,1.0,0.0
93,2.57418606627e-21,1.35591704504e-21,1.86689519747e-08,4.8554855722e-22,3.94978742494e-22,2.45207352834e-22,1.86689519746e-08,4.90220318223e-20,5.86186710965e-22,3.73379039466e-08,1.0,0.0
94,1.93146673031e-21,9.54950936624e-22,1.86689519746e-08,2.57162697624e-22,3.90429249125e-22,1.01551929827e-21,1.86689519746e-08,5.12405302252e-20,1.8595795652e-21,3.73379039466e-08,1.0,0.0
95,3.46175086353e-21,1.56265080586e-21,1.86689519746e-08,2.88634334993e-22,1.3379646408e-21,7.70027602104e-22,1.86689519746e-08,5.33150992015e-20,1.89220150061e-21,3.73379039466e-08,1.0,0.0
96,3.04650619603e-21,4.03121301649e-22,1.86689519746e-08,7.63655726448e-22,1.864878691e-21,1.02699642927e-22,1.86689519746e-08,5.09609431782e-20,5.72460682675e-22,3.73379039466e-08,1.0,0.0
97,5.258387154e-21,5.18176954976e-22,1.86689519746e-08,7.28603947991e-22,1.1137986948e-21,1.74915095343e-21,1.86689519747e-08,5.21388483704e-20,5.87414557186e-21,3.73379039466e-08,1.0,0.0
98,3.58417359419e-21,7.28112809503e-23,1.86689519746e-08,7.94287258507e-22,1.57660624753e-21,1.73224544966e-21,1.86689519747e-08,4.93380148163e-20,1.601886955e-21,3.73379039466e-08,1.0,0.0
99,3.31037681144e-21,1.33848162869e-22,1.86689519746e-08,6.54170617559e-22,1.18824494993e-21,1.0242305441e-21,1.86689519746e-08,5.08467922536e-20,2.48567774072e-22,3.73379039466e-08,1.0,0.0
100,3.48133716561e-09,1.52783167195e-21,4.26998651284e-09,9.03397551182e-22,2.67512824833e-09,2.14840777065e-21,3.07038936208e-09,6.15646541399e-09,6.61195190417e-21,1.19959715765e-09,1.0,2.5
101,3.48132297952e-09,2.62049656495e-12,4.26997670565e-09,3.74364322557e-14,2.67513065374e-09,1.67194781824e-13,3.070393757e-09,6.15645363331e-09,2.78769133916e-12,1.19958295562e-09,1.0,2.5
102,3.46133994467e-09,2.54568558284e-11,4.24831208875e-09,5.76990484031e-12,2.64578448424e-09,3.75111991427e-11,3.01788118112e-09,6.10712442896e-09,6.29680549805e-11,1.23043091466e-09,1.0,2.5
103,3.42488211913e-09,4.09882247238e-12,4.19099096495e-09,1.0374286349e-16,2.62207902799e-09,3.78955155932e-13,3.01728326744e-09,6.04696114717e-09,4.47777760791e-12,1.17370770453e-09,1.0,2.5
104,3.4249112236e-09,1.36629981897e-12,4.19101145601e-09,3.20999568016e-17,2.62207365883e-09,1.26331688575e-13,3.01727349265e-09,6.04698488249e-09,1.4926315248e-12,1.1737379702e-09,1.0,2.5
105,3.4249112236e-09,1.36629982047e-12,4.191011456e-09,3.21006439851e-17,2.62207365883e-09,1.26331691374e-13,3.01727349266e-09,6.04698488248e-09,1.49263152862e-12,1.17373797019e-09,1.0,2.5
106,3.42488211912e-09,4.09882247227e-12,4.19099096496e-09,1.03741266042e-16,2.62207902799e-09,3.78955154543e-13,3.01728326744e-09,6.04696114717e-09,4.47777760616e-12,1.17370770454e-09,1.0,2.5
107,3.46133994467e-09,2.54568558276e-11,4.24831208874e-09,5.76990483872e-12,2.64578448424e-09,3.75111991424e-11,3.01788118113e-09,6.10712442896e-09,6.29680549825e-11,1.23043091464e-09,1.0,2.5
108,3.48132297952e-09,2.62049656463e-12,4.26997670565e-09,3.74364327716e-14,2.67513065373e-09,1.67194782112e-13,3.070393757e-09,6.15645363331e-09,2.78769133628e-12,1.19958295561e-09,1.0,2.5
109,3.48133716561e-09,1.60971932142e-21,4.26998651284e-09,1.01060145104e-21,2.67512824833e-09,2.31533023332e-21,3.07038936208e-09,6.15646541399e-09,5.9834109609e-21,1.19959715765e-09,1.0,2.5
110,3.66448169447e-09,8.12963445775e-24,2.92643431723e-09,4.75410747955e-22,2.26764623515e-09,4.68274699585e-22,2.486124661e-09,5.93212792951e-09,2.86928274979e-24,4.40309661567e-10,1.0,2.5
111,3.66446301285e-09,3.55751430718e-12,2.92642709099e-09,1.02879087193e-12,2.26764875514e-09,2.92736344501e-12,2.48613903242e-09,5.93211176783e-09,6.48487774654e-12,4.40288063896e-10,1.0,2.5
112,3.69923093799e-09,9.06129733484e-12,2.96281635418e-09,2.61305919767e-12,2.26203067085e-09,7.84144394402e-12,2.42014194919e-09,5.96126160876e-09,1.69027412701e-11,5.42674410302e-10,1.0,2.5
113,3.69930580259e-09,5.43692501732e-12,2.96284573813e-09,1.56787760912e-12,2.26202138956e-09,4.70502751699e-12,2.42008289262e-09,5.96132719202e-09,1.01419525436e-11,5.42762850908e-10,1.0,2.5
114,3.69934323554e-09,1.81234257037e-12,2.96286043041e-09,5.22635710748e-13,2.26201674894e-09,1.56837786012e-12,2.42005336356e-09,5.96135998437e-09,3.38072045571e-12,5.42807072253e-10,1.0,2.5
115,3.69934323554e-09,1.81234256967e-12,2.9628604304e-09,5.22635710804e-13,2.26201674894e-09,1.56837786003e-12,2.42005336357e-09,5.96135998436e-09,3.38072045968e-12,5.42807072224e-10,1.0,2.5
116,3.69930580258e-09,5.4369250192e-12,2.96284573813e-09,1.56787760895e-12,2.26202138956e-09,4.70502751697e-12,2.42008289262e-09,5.96132719201e-09,1.01419525453e-11,5.42762850878e-10,1.0,2.5
117,3.69923093798e-09,9.06129733503e-12,2.96281635418e-09,2.61305919968e-12,2.26203067085e-09,7.84144394553e-12,2.4201419492e-09,5.96126160874e-09,1.69027412761e-11,5.42674410306e-10,1.0,2.5
118,3.66446301284e-09,3.55751430712e-12,2.92642709099e-09,1.02879087103e-12,2.26764875514e-09,2.92736344335e-12,2.48613903241e-09,5.93211176783e-09,6.48487774513e-12,4.40288063878e-10,1.0,2.5
119,3.66448169447e-09,1.61804282634e-22,2.92643431723e-09,4.60140218365e-22,2.26764623515e-09,5.38753072713e-22,2.486124661e-09,5.93212792951e-09,1.76034374109e-22,4.40309661566e-10,1.0,2.5
120,3.52012607884e-09,2.65544363675e-22,1.91272181427e-09,1.27009624869e-21,1.81594528012e-09,3.87340246525e-22,1.38618437678e-09,5.33607135906e-09,7.09759739662e-22,5.26537441192e-10,1.0,2.5
121,3.45218426538e-09,2.18420311733e-11,1.8881443262e-09,9.90889711389e-12,1.79643612657e-09,2.2542494751e-11,1.38325889889e-09,5.24862039207e-09,4.4384525907e-11,5.04885430994e-10,1.0,2.5
122,3.45234693267e-09,1.75212975495e-11,1.88818404976e-09,7.25651019024e-12,1.79643779204e-09,1.66927019058e-11,1.38317316902e-09,5.24878472485e-09,3.421399946e-11,5.0501088442e-10,1.0,2.5
123,3.45246638934e-09,1.32002220335e-11,1.88821794313e-09,4.60397358036e-12,1.79644185742e-09,1.08427130477e-11,1.38313420122e-09,5.2489082469e-09,2.40429350755e-11,5.05083745663e-10,1.0,2.5
124,3.46776261719e-09,2.11821012095e-12,1.88518436939e-09,1.31040643696e-12,1.82163563913e-09,2.85566607972e-12,1.46039097008e-09,5.28939825646e-09,4.973876176e-12,4.24793402977e-10,1.0,2.5
125,3.46776261719e-09,2.11821011859e-12,1.8851843694e-09,1.31040643547e-12,1.82163563912e-09,2.85566607925e-12,1.46039097009e-09,5.28939825645e-09,4.97387616793e-12,4.24793402976e-10,1.0,2.5
