point,file,gxxx,gxxy,gxxz,gxyz,gyyx,gyyy,gyyz,gzzx,gzzy,gzzz,ratio,size
47,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29150023207e-08,9.41144128978e-21,1.38311275563e-07,-2.13744116519e-20,5.54260244804e-09,-1.19568957545e-20,1.28330515094e-07,-1.84576047688e-08,-4.13099167788e-21,-2.66641790662e-07,0.0,1.0
48,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29150023207e-08,7.37224720938e-23,1.38311275563e-07,-1.48401694888e-20,5.54260244805e-09,-9.79355995869e-21,1.28330515095e-07,-1.84576047687e-08,2.41616354999e-20,-2.66641790662e-07,0.0,1.0
49,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29150023207e-08,-7.67080771172e-23,1.38311275563e-07,-4.59240336332e-22,5.54260244805e-09,-3.01610730852e-22,1.28330515095e-07,-1.84576047688e-08,-1.00812637155e-22,-2.66641790662e-07,0.0,1.0
50,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29205459413e-08,-1.41974566152e-22,1.33739816271e-07,-6.95510261141e-23,5.01474235107e-09,8.77328437189e-23,1.26361580205e-07,-1.79352882925e-08,-5.3161863993e-22,-2.60101396484e-07,0.0,1.0
51,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29205459413e-08,-3.10519078308e-21,1.33739816271e-07,-7.68503457202e-21,5.01474235107e-09,-1.14291028249e-20,1.26361580205e-07,-1.79352882926e-08,4.4445499987e-20,-2.60101396484e-07,0.0,1.0
52,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29205459413e-08,1.25042631378e-20,1.33739816271e-07,1.34071760128e-21,5.01474235108e-09,-4.34678242018e-21,1.26361580205e-07,-1.79352882925e-08,-2.06358298377e-21,-2.60101396484e-07,0.0,1.0
53,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29205459413e-08,-1.13480778989e-21,1.33739816271e-07,-2.88980716874e-21,5.01474235107e-09,-2.03189421149e-20,1.26361580205e-07,-1.79352882926e-08,4.43310647192e-20,-2.60101396484e-07,0.0,1.0
54,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29205459412e-08,-2.50055406705e-21,1.33739816271e-07,-1.02676378473e-21,5.01474235108e-09,-2.27179985359e-20,1.26361580205e-07,-1.79352882924e-08,6.39004261028e-20,-2.60101396483e-07,0.0,1.0
55,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29205459412e-08,2.60454617969e-21,1.33739816271e-07,2.30415037036e-21,5.01474235108e-09,2.25327876269e-20,1.26361580205e-07,-1.79352882924e-08,-6.34085121322e-20,-2.60101396483e-07,0.0,1.0
56,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29205459413e-08,2.53542489975e-21,1.33739816271e-07,1.59073940377e-21,5.01474235107e-09,2.24560149263e-20,1.26361580205e-07,-1.79352882925e-08,-4.68173369959e-20,-2.60101396484e-07,0.0,1.0
57,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29205459413e-08,-1.19206161298e-20,1.33739816271e-07,-3.98558883583e-22,5.01474235108e-09,3.98083254731e-21,1.26361580205e-07,-1.79352882925e-08,3.0598961822e-21,-2.60101396484e-07,0.0,1.0
58,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29205459413e-08,2.9235277034e-21,1.33739816271e-07,9.42340309692e-21,5.01474235107e-09,1.00007170033e-20,1.26361580205e-07,-1.79352882926e-08,-4.14917414172e-20,-2.60101396484e-07,0.0,1.0
59,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.29205459413e-08,-1.96028880478e-22,1.33739816271e-07,-2.61854362661e-23,5.01474235107e-09,1.0789537115e-22,1.26361580205e-07,-1.79352882925e-08,-7.57283850792e-22,-2.60101396484e-07,0.0,1.0
60,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.14300734487e-08,-1.64137190455e-22,1.2924803087e-07,8.83596915269e-23,4.13421708059e-09,-7.46323707676e-22,1.24623828798e-07,-1.55642905293e-08,-8.81528963737e-22,-2.53871859674e-07,0.0,1.0
61,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.14300734487e-08,-2.63011769284e-21,1.2924803087e-07,4.24074820541e-21,4.13421708062e-09,1.36065782392e-20,1.24623828798e-07,-1.55642905293e-08,-8.11409897187e-21,-2.53871859674e-07,0.0,1.0
62,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.14300734487e-08,-1.01450987943e-20,1.2924803087e-07,1.33041791018e-20,4.13421708062e-09,2.55981380312e-21,1.24623828798e-07,-1.55642905293e-08,3.83761397906e-20,-2.53871859674e-07,0.0,1.0
63,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.14300734487e-08,-7.74045244189e-21,1.2924803087e-07,-4.7306200738e-21,4.13421708064e-09,2.62701964295e-20,1.24623828798e-07,-1.55642905294e-08,-3.17127863662e-20,-2.53871859674e-07,0.0,1.0
64,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.14300734487e-08,-1.83000979701e-20,1.2924803087e-07,3.56362332585e-21,4.13421708063e-09,-2.72644675258e-20,1.24623828798e-07,-1.55642905294e-08,8.45684642856e-20,-2.53871859674e-07,0.0,1.0
65,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.14300734487e-08,1.75228196129e-20,1.2924803087e-07,-5.19048725794e-21,4.13421708063e-09,2.75324223455e-20,1.24623828798e-07,-1.55642905294e-08,-8.75252213852e-20,-2.53871859674e-07,0.0,1.0
66,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.14300734487e-08,8.48547075516e-21,1.2924803087e-07,4.43373978207e-21,4.13421708064e-09,-2.64029847672e-20,1.24623828798e-07,-1.55642905294e-08,3.21730865277e-20,-2.53871859674e-07,0.0,1.0
67,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.14300734487e-08,1.09889651908e-20,1.2924803087e-07,-1.47705376834e-20,4.13421708062e-09,-2.95225930499e-21,1.24623828798e-07,-1.55642905293e-08,-3.87034706686e-20,-2.53871859674e-07,0.0,1.0
68,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.14300734487e-08,2.95172939241e-21,1.2924803087e-07,-4.11110056909e-21,4.13421708061e-09,-1.36181329184e-20,1.24623828798e-07,-1.55642905293e-08,7.98927224756e-21,-2.53871859674e-07,0.0,1.0
69,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,1.14300734487e-08,-2.57692610204e-22,1.2924803087e-07,-6.3227618072e-23,4.13421708059e-09,-8.78827702049e-22,1.24623828798e-07,-1.55642905293e-08,-2.79018360372e-22,-2.53871859674e-07,0.0,1.0
70,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,8.53503322358e-09,-3.26781578398e-22,1.25478461276e-07,-3.66059732797e-22,2.94662992383e-09,-6.58125574863e-22,1.23263276562e-07,-1.14816631474e-08,-1.00031985452e-21,-2.48741737843e-07,0.0,1.0
71,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,8.53503322365e-09,-4.06447795558e-21,1.25478461276e-07,3.779633788e-22,2.94662992384e-09,-1.56129823632e-20,1.23263276562e-07,-1.14816631476e-08,3.10837672091e-20,-2.48741737843e-07,0.0,1.0
72,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,8.53503322366e-09,-1.28469550183e-20,1.25478461276e-07,3.52989632884e-21,2.94662992383e-09,-2.06489096312e-20,1.23263276562e-07,-1.14816631476e-08,8.42620455674e-20,-2.48741737843e-07,0.0,1.0
73,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,8.53503322365e-09,-2.30665129924e-21,1.25478461276e-07,-6.34612965951e-21,2.94662992382e-09,1.92247114115e-21,1.23263276562e-07,-1.14816631475e-08,6.48098594875e-21,-2.48741737843e-07,0.0,1.0
74,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,8.53503322367e-09,1.02188923523e-20,1.25478461276e-07,1.19768644114e-21,2.94662992383e-09,-3.43598935733e-20,1.23263276562e-07,-1.14816631476e-08,5.47598735389e-20,-2.48741737843e-07,0.0,1.0
75,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,8.53503322367e-09,-9.68072735326e-21,1.25478461276e-07,-2.09387847371e-21,2.94662992383e-09,3.39734709803e-20,1.23263276562e-07,-1.14816631476e-08,-5.1824933328e-20,-2.48741737843e-07,0.0,1.0
76,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,8.53503322364e-09,1.43105477146e-21,1.25478461276e-07,5.30929753576e-21,2.94662992382e-09,-2.40169305915e-21,1.23263276562e-07,-1.14816631475e-08,-4.32651649517e-21,-2.48741737843e-07,0.0,1.0
77,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,8.53503322366e-09,1.35693874234e-20,1.25478461276e-07,-2.78522052004e-21,2.94662992383e-09,2.00128852883e-20,1.23263276562e-07,-1.14816631476e-08,-8.43934638872e-20,-2.48741737843e-07,0.0,1.0
78,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,8.53503322365e-09,3.80077213006e-21,1.25478461276e-07,-1.00112118574e-21,2.94662992384e-09,1.64591881298e-20,1.23263276562e-07,-1.14816631476e-08,-3.23016614141e-20,-2.48741737843e-07,0.0,1.0
79,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,8.53503322358e-09,-2.88143196504e-22,1.25478461276e-07,-5.12942452662e-22,2.94662992383e-09,-1.05956666589e-21,1.23263276562e-07,-1.14816631474e-08,-8.53288500637e-22,-2.48741737843e-07,0.0,1.0
80,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,4.55985139524e-09,3.92338873117e-22,1.22975490667e-07,1.86277196538e-22,1.53307611198e-09,-1.5273114529e-22,1.22396768257e-07,-6.09292750721e-09,-4.59395432697e-22,-2.45372258925e-07,0.0,1.0
81,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,4.55985139528e-09,3.59723400058e-22,1.22975490667e-07,3.61043657864e-21,1.53307611199e-09,1.08729272605e-20,1.22396768257e-07,-6.09292750733e-09,-1.53149905475e-20,-2.45372258925e-07,0.0,1.0
82,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,4.55985139526e-09,-8.84292587088e-21,1.22975490668e-07,-7.34372886529e-21,1.53307611198e-09,2.5472794319e-20,1.22396768257e-07,-6.09292750728e-09,-4.27913972559e-20,-2.45372258925e-07,0.0,1.0
83,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,4.55985139525e-09,1.0856936179e-20,1.22975490668e-07,2.37463520584e-21,1.53307611199e-09,-6.22693810312e-21,1.22396768257e-07,-6.09292750727e-09,-1.2837791408e-20,-2.45372258925e-07,0.0,1.0
84,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height260000-pole.txt,4.55985139526e-09,-1.72346958035e-21,1.22975490667e-07,-1.46543705061e-20,1.53307611199e-09,6.29045006452e-21,1.22396768257e-07,-6.09292750728e-09,1.04015377089e-21,-2.45372258925e-07,0.0,1.0
