point,file,gxxx,gxxy,gxxz,gxyz,gyyx,gyyy,gyyz,gzzx,gzzy,gzzz,ratio,size
369,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-1.90526371999e-07,-5.48690029601e-18,1.21952707301e-07,7.27049086254e-18,-6.67912021907e-09,6.63783695083e-16,-2.1878159408e-07,1.97277695836e-07,-3.78698273922e-16,9.776948016e-08,7.5,30.0
370,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,3.74770158953e-08,2.38499787416e-14,-3.34021853881e-07,9.32692469401e-15,-1.28912220247e-07,-3.11227481807e-14,1.30680005157e-08,9.11424934692e-08,-2.71914725751e-14,3.22528795796e-07,7.5,30.0
371,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-4.55285269702e-08,1.75343812294e-08,-3.4394710241e-07,-1.4970493953e-08,-7.6999854931e-08,-2.07340631538e-07,6.53857359739e-09,1.22302470285e-07,1.89826106277e-07,3.38887372855e-07,7.5,30.0
372,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-7.65511048599e-09,3.33317390028e-08,-2.9884623533e-07,3.33001781739e-08,-5.00086567051e-08,-6.86745177366e-08,-1.65844418061e-07,5.74516700567e-08,3.53393562805e-08,4.66288234411e-07,7.5,30.0
373,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-1.23571569716e-07,-1.1623971004e-08,-3.7346986238e-07,-1.56527846372e-08,-1.67147154328e-08,1.91256976279e-07,-7.73738449618e-08,1.39995307552e-07,-1.7968847185e-07,4.52626495741e-07,7.5,30.0
374,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-7.51099663987e-08,6.22552987153e-08,-3.39715233714e-07,6.4441247116e-09,-7.37832876395e-08,-4.86055531106e-08,-1.56082725157e-07,1.48645861204e-07,-1.36403609816e-08,4.97354104366e-07,7.5,30.0
375,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-7.51099663823e-08,-6.22552987037e-08,-3.39715233726e-07,-6.44412469535e-09,-7.37832876357e-08,4.86055538154e-08,-1.5608272466e-07,1.48645861236e-07,1.36403609675e-08,4.97354104971e-07,7.5,30.0
376,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-1.2357156976e-07,1.16239710173e-08,-3.7346986236e-07,1.56527846304e-08,-1.67147153458e-08,-1.91256976307e-07,-7.73738450599e-08,1.39995307584e-07,1.79688471635e-07,4.52626495924e-07,7.5,30.0
377,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-7.65511048722e-09,-3.33317389933e-08,-2.98846235316e-07,-3.33001781622e-08,-5.00086566688e-08,6.86745179961e-08,-1.65844417735e-07,5.74516700855e-08,-3.53393562881e-08,4.66288234259e-07,7.5,30.0
378,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-4.55285269858e-08,-1.75343812772e-08,-3.43947102401e-07,1.49704938937e-08,-7.69998548704e-08,2.07340631335e-07,6.53857419536e-09,1.22302470323e-07,-1.89826110926e-07,3.38887372671e-07,7.5,30.0
379,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,3.74769560966e-08,9.24621281545e-18,-3.34021882999e-07,3.4393494994e-17,-1.28912208412e-07,-1.40628816294e-16,1.30680628256e-08,9.1142501841e-08,-7.13556776968e-16,3.22528809605e-07,7.5,30.0
380,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-1.74925343254e-07,-2.42066449303e-16,1.19875390873e-07,3.19960056512e-16,1.14851326306e-07,5.53810890358e-15,-3.81244551112e-07,6.03478143159e-08,-2.1828213769e-14,2.58090444862e-07,7.5,30.0
381,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-4.6368005261e-08,-2.20692713257e-08,-5.63054910149e-08,1.66114196453e-08,9.02817296994e-08,1.27763813061e-07,-5.04583373359e-07,-4.36575129672e-08,-1.05685450408e-07,5.57452539967e-07,7.5,30.0
382,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-4.94905122994e-08,-5.74492316383e-08,-5.54659147738e-09,3.4463642357e-09,1.02720269514e-07,7.40030408766e-08,-4.61581560471e-07,-5.2965320325e-08,-1.65666742838e-08,4.6377475236e-07,7.5,30.0
383,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-3.47196339401e-08,-2.01689671057e-09,-3.96351734378e-08,-5.9978956956e-09,1.21860703942e-07,-1.55476783019e-07,-5.55468802062e-07,-8.68860369344e-08,1.57463901506e-07,5.91615526149e-07,7.5,30.0
384,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-7.42488293498e-08,1.05116058844e-09,1.21319461082e-07,-5.09669459198e-08,7.18532461768e-08,-6.97053516642e-08,-3.63622414439e-07,2.65350090949e-09,6.86477369652e-08,2.38886826754e-07,7.5,30.0
385,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-7.4248829349e-08,-1.05116060587e-09,1.21319461101e-07,5.09669459063e-08,7.18532462033e-08,6.97053516683e-08,-3.63622414668e-07,2.6535009261e-09,-6.86477368363e-08,2.38886826597e-07,7.5,30.0
386,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-3.47196339208e-08,2.01689671848e-09,-3.9635173466e-08,5.99789572086e-09,1.21860703932e-07,1.55476783258e-07,-5.55468801799e-07,-8.68860369186e-08,-1.57463901555e-07,5.9161552609e-07,7.5,30.0
387,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-4.94905122907e-08,5.74492316126e-08,-5.54659144124e-09,-3.44636427069e-09,1.02720269502e-07,-7.40030409566e-08,-4.61581560704e-07,-5.29653203265e-08,1.65666743256e-08,4.63774752386e-07,7.5,30.0
388,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-4.63680052529e-08,2.20692713302e-08,-5.63054909675e-08,-1.66114196782e-08,9.02817297192e-08,-1.27763813113e-07,-5.0458337347e-07,-4.3657512954e-08,1.05685448012e-07,5.57452539914e-07,7.5,30.0
389,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-1.74925343501e-07,2.29192054991e-17,1.19875390773e-07,7.45262212128e-17,1.14851326549e-07,2.10452556593e-16,-3.81244525945e-07,6.03478136003e-08,-1.79837653113e-16,2.58090444863e-07,7.5,30.0
390,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,5.33259346988e-17,3.75798888053e-17,-1.53021727979e-06,-2.33096906353e-16,3.69468333882e-17,1.11676550887e-16,-1.53021727987e-06,3.28302333058e-13,1.34363987761e-16,3.05992184702e-06,7.5,30.0
391,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-1.97895162791e-18,7.27485005267e-17,-1.53021727979e-06,-2.75301492196e-16,-2.94086023658e-17,3.48879264473e-16,-1.53021727988e-06,3.28013521996e-13,2.98787807052e-16,3.05992184702e-06,7.5,30.0
392,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,1.88076904641e-17,-4.9355948092e-18,-1.5302172799e-06,1.38859404224e-16,-8.19028695918e-18,-1.65749663564e-16,-1.53021728004e-06,3.2881457873e-13,3.46815383188e-16,3.05992184702e-06,7.5,30.0
393,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,2.52601573088e-16,-4.23446483808e-17,-1.53021728004e-06,9.85544713575e-17,-2.00341408237e-16,1.62933817406e-17,-1.53021727975e-06,3.27912474594e-13,-7.10458090487e-16,3.05992184702e-06,7.5,30.0
394,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-2.60955129086e-16,-9.6964946048e-17,-1.5302172801e-06,-2.14830036073e-16,-1.53359634224e-16,-3.91646312582e-16,-1.53021727982e-06,3.2791004962e-13,2.51115475237e-16,3.05992184702e-06,7.5,30.0
395,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-5.71403019119e-16,1.66718233332e-16,-1.53021727991e-06,1.5761909279e-16,-1.0278288599e-16,3.0544564419e-16,-1.53021728004e-06,3.28154736558e-13,-2.54026355711e-16,3.05992184702e-06,7.5,30.0
396,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,2.88160555174e-16,9.3026079837e-17,-1.5302172799e-06,-5.85378967545e-17,1.90134979662e-16,-3.74518725553e-16,-1.53021727988e-06,3.2777263113e-13,5.26105709036e-16,3.05992184702e-06,7.5,30.0
397,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,-1.31694663595e-16,-1.78799927479e-16,-1.53021728032e-06,-2.09247978729e-16,-4.51897955512e-17,2.38793094188e-16,-1.53021727983e-06,3.28233909905e-13,5.42520361348e-17,3.05992184702e-06,7.5,30.0
398,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,9.79173465025e-17,1.10782184338e-16,-1.53021727994e-06,1.71533686567e-16,7.5381777274e-17,-5.27931261973e-16,-1.53021727959e-06,3.28151726507e-13,-2.74553012778e-16,3.05992184702e-06,7.5,30.0
399,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio7.5-height2000-pole.txt,2.79464718404e-17,-2.40049787623e-17,-1.53021727972e-06,2.23695954954e-16,-2.18751043765e-16,-1.75450090172e-17,-1.53021728052e-06,3.28296456414e-13,3.00405988819e-17,3.05992184702e-06,7.5,30.0
400,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,2.93687639494e-09,-5.45106983309e-15,1.95399026971e-07,-3.97158064486e-16,-3.23231783022e-09,5.96448380269e-15,2.32337237777e-07,7.63749749954e-10,-1.27254094161e-13,-4.28140263253e-07,10.0,30.0
401,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,1.57635841732e-09,-3.33818451451e-08,1.54864088331e-07,7.26787803557e-11,-1.46373550907e-09,-5.60551173337e-09,2.54240488061e-07,3.11325366821e-10,3.9050556661e-08,-4.09484536898e-07,10.0,30.0
402,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-5.89094699031e-10,-1.68703653376e-08,1.87442472418e-07,-1.09268151143e-10,2.68885376878e-10,-3.32093026034e-08,1.67526155771e-07,7.72721540816e-10,5.00004931212e-08,-3.55231666128e-07,10.0,30.0
403,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,9.52176175799e-10,5.83887678589e-09,1.48657816462e-07,1.77681826555e-09,-1.67748059398e-09,6.1292639546e-09,1.94927859383e-07,1.18318566994e-09,-1.19510824127e-08,-3.43885384777e-07,10.0,30.0
404,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,1.87330767395e-10,2.64303396937e-09,1.3189168918e-07,-5.83313672649e-10,-5.03266326311e-10,-5.56740567255e-08,1.95902914453e-07,7.51800885076e-10,5.30295669532e-08,-3.27851034556e-07,10.0,30.0
405,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,1.87329904798e-10,-2.64303395669e-09,1.31891689223e-07,5.83313765365e-10,-5.03266376709e-10,5.5674056806e-08,1.95902916795e-07,7.51800277221e-10,-5.30295668355e-08,-3.27851034658e-07,10.0,30.0
406,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,9.52177773942e-10,-5.83887680051e-09,1.48657816497e-07,-1.77681834051e-09,-1.67748061062e-09,-6.12926394999e-09,1.94927861435e-07,1.18318642399e-09,1.19510824272e-08,-3.4388538471e-07,10.0,30.0
407,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-5.89094307412e-10,1.68703653523e-08,1.87442472403e-07,1.09268263091e-10,2.68885687662e-10,3.3209302556e-08,1.67526156548e-07,7.72720742842e-10,-5.00004933703e-08,-3.55231666525e-07,10.0,30.0
408,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,1.57635814923e-09,3.3381845142e-08,1.54864088291e-07,-7.26789914382e-11,-1.46373551663e-09,5.60551173041e-09,2.54240489348e-07,3.1132565684e-10,-3.90505772751e-08,-4.09484536827e-07,10.0,30.0
409,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,2.93687682432e-09,2.18221165216e-17,1.95399026781e-07,1.51743354766e-16,-3.23231782354e-09,1.29470726195e-16,2.32337415112e-07,7.6375055319e-10,6.81969029756e-16,-4.28140263145e-07,10.0,30.0
410,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-5.48790247378e-08,-4.21390138034e-15,4.11100206842e-08,-6.6200540207e-16,8.22749078615e-10,1.37998277953e-14,-5.11470462569e-08,5.40162912807e-08,-1.22382872697e-13,1.22626412509e-08,10.0,30.0
411,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-3.12610598237e-08,4.27783120632e-09,7.70316682635e-08,-2.9165122221e-08,2.60173907674e-08,4.47989969682e-08,2.04641057975e-07,5.18782949408e-09,-4.91164994252e-08,-2.79098266719e-07,10.0,30.0
412,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-3.12011679443e-08,2.24405535278e-08,1.04477246093e-07,-6.32173331007e-09,2.56712708876e-08,-4.7299467386e-08,9.95368736764e-08,5.50458100722e-09,2.49687014806e-08,-2.01302804768e-07,10.0,30.0
413,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-3.90101257104e-08,-9.52933689679e-09,7.41478274131e-08,-6.99338499403e-10,1.06818436659e-08,6.30019326581e-08,1.472152538e-07,2.83281302069e-08,-5.3567040039e-08,-2.18723069908e-07,10.0,30.0
414,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-2.41520014888e-08,-3.81444774404e-09,8.83275978032e-08,1.99026061021e-08,1.08586140235e-08,-1.13508306775e-07,1.25392972196e-07,1.3235055319e-08,1.17450919497e-07,-2.10896902452e-07,10.0,30.0
415,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-2.41520014385e-08,3.81444778378e-09,8.83275977713e-08,-1.99026061829e-08,1.08586141101e-08,1.13508306821e-07,1.25392973508e-07,1.32350553847e-08,-1.17450919563e-07,-2.10896903118e-07,10.0,30.0
416,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-3.90101257345e-08,9.52933691842e-09,7.4147827452e-08,6.99338512079e-10,1.06818437188e-08,-6.30019325179e-08,1.47215255762e-07,2.83281301631e-08,5.35670400409e-08,-2.18723069687e-07,10.0,30.0
417,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-3.12011679182e-08,-2.24405534671e-08,1.04477246066e-07,6.32173337693e-09,2.56712708026e-08,4.72994673771e-08,9.95368747038e-08,5.50458097315e-09,-2.49687014028e-08,-2.01302804557e-07,10.0,30.0
418,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-3.12610597861e-08,-4.27783117844e-09,7.70316682956e-08,2.91651222865e-08,2.60173907881e-08,-4.47989969961e-08,2.04641059154e-07,5.18782940867e-09,4.91164807917e-08,-2.79098266827e-07,10.0,30.0
419,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-5.48790224531e-08,4.80441992605e-18,4.11100204262e-08,9.43121670702e-17,8.22749548015e-10,2.51133754455e-16,-5.11468893554e-08,5.40162906754e-08,6.30867986067e-16,1.22626413879e-08,10.0,30.0
420,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-8.34258464063e-08,-5.67471551082e-16,1.38884391554e-07,1.02648811156e-15,2.5987198367e-08,1.93990598974e-14,2.3758188356e-07,5.76226804661e-08,-1.14383466835e-13,-3.73456172695e-07,10.0,30.0
421,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-2.10017096762e-08,-1.42371843746e-09,8.81934436487e-08,3.41000769451e-09,1.11891353264e-08,-2.54151047462e-09,2.38475149377e-07,9.9453879415e-09,4.01847682515e-09,-3.23595159008e-07,10.0,30.0
422,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-8.54057762923e-08,-1.16428297926e-08,1.11459241175e-07,1.79275226539e-08,2.3882982296e-08,3.73634120952e-09,2.16812554794e-07,6.17337997732e-08,7.87549720648e-09,-3.25239882878e-07,10.0,30.0
423,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-2.58376941733e-08,-2.02126285316e-08,9.73312349296e-08,2.2147323475e-08,9.41378967936e-09,1.86131583427e-08,2.39212849273e-07,1.656498169e-08,1.61101572152e-09,-3.33479703393e-07,10.0,30.0
424,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-4.93166042357e-08,-4.07275278379e-09,1.42696010348e-07,1.48075523727e-08,1.78960336106e-08,4.00193161199e-08,2.74609865643e-07,3.16008749899e-08,-3.59792722165e-08,-4.14264394845e-07,10.0,30.0
425,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-4.93166042737e-08,4.07275271562e-09,1.42696010199e-07,-1.48075523835e-08,1.7896033682e-08,-4.0019316063e-08,2.74609866556e-07,3.16008750164e-08,3.59792720532e-08,-4.14264394862e-07,10.0,30.0
426,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-2.58376941592e-08,2.02126285309e-08,9.73312349706e-08,-2.21473234962e-08,9.41378960102e-09,-1.86131585826e-08,2.39212850861e-07,1.65649817279e-08,-1.61101555974e-09,-3.33479703399e-07,10.0,30.0
427,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-8.54057762402e-08,1.16428296608e-08,1.11459240876e-07,-1.79275226335e-08,2.3882982269e-08,-3.73634098702e-09,2.16812555576e-07,6.17337997822e-08,-7.87549720271e-09,-3.25239882892e-07,10.0,30.0
428,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-2.10017096159e-08,1.42371848264e-09,8.81934436898e-08,-3.41000758904e-09,1.11891354005e-08,2.54151074878e-09,2.38475149872e-07,9.94538787352e-09,-4.01849333086e-09,-3.23595159116e-07,10.0,30.0
429,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-8.34258441683e-08,8.53380679576e-18,1.38884390244e-07,-7.11357713535e-17,2.59871973123e-08,2.45040239809e-16,2.37582017352e-07,5.76226798641e-08,3.38768209486e-16,-3.73456171994e-07,10.0,30.0
430,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-3.2671149997e-08,2.30370495492e-16,1.81716199761e-07,-6.37561935403e-17,1.23456654268e-08,2.86862046684e-14,2.93791211439e-07,2.00791693868e-08,-1.06005427788e-13,-4.72635880545e-07,10.0,30.0
431,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,3.42633799622e-08,-2.08998007785e-08,1.89667056112e-07,8.88550792422e-09,1.53896213034e-08,-7.98267699895e-08,2.5326046759e-07,-4.99570582687e-08,1.00763921344e-07,-4.39507736118e-07,10.0,30.0
432,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,2.8076203842e-08,-1.39416424191e-08,1.63073405521e-07,2.95371534162e-08,2.85143989451e-08,-1.0946613205e-07,2.014832318e-07,-5.68902834117e-08,1.23444518855e-07,-3.61291286842e-07,10.0,30.0
433,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,2.53930702604e-08,1.28454578762e-08,1.14132188552e-07,1.93515117292e-08,2.14568271988e-08,1.8239092364e-08,1.56065448121e-07,-4.71317760286e-08,-3.10986757392e-08,-2.66915982868e-07,10.0,30.0
434,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-4.75202635041e-08,-1.48813051973e-09,1.72152039234e-07,2.21044668561e-08,-2.08720154018e-08,-4.36511298473e-09,2.55685479617e-07,6.82334461001e-08,5.85021572817e-09,-4.24573063104e-07,10.0,30.0
435,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-4.75202634821e-08,1.4881305262e-09,1.72152039244e-07,-2.21044668314e-08,-2.08720154413e-08,4.36511315535e-09,2.5568548036e-07,6.82334460985e-08,-5.85021565031e-09,-4.24573063062e-07,10.0,30.0
436,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,2.53930703096e-08,-1.28454578486e-08,1.1413218854e-07,-1.93515117175e-08,2.14568271992e-08,-1.8239092463e-08,1.56065449004e-07,-4.71317760219e-08,3.10986757996e-08,-2.66915982954e-07,10.0,30.0
437,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,2.80762038466e-08,1.39416424317e-08,1.63073405535e-07,-2.95371534206e-08,2.85143988871e-08,1.09466131853e-07,2.01483231856e-07,-5.68902834049e-08,-1.23444518773e-07,-3.61291286794e-07,10.0,30.0
438,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,3.42633799893e-08,2.08998007804e-08,1.89667056089e-07,-8.88550788259e-09,1.53896213364e-08,7.98267701698e-08,2.53260467827e-07,-4.99570582748e-08,-1.00763935661e-07,-4.39507736111e-07,10.0,30.0
439,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-3.26711448425e-08,7.79339329356e-19,1.81716198594e-07,-3.67545264198e-17,1.23456641397e-08,5.54360986527e-17,2.93791320914e-07,2.00791679311e-08,-8.37601195579e-17,-4.72635879896e-07,10.0,30.0
440,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,4.01728006083e-08,3.61220619358e-15,3.09979995084e-07,-4.1440893472e-16,9.52921184338e-09,2.71022527236e-14,1.80011717523e-07,-4.95541411421e-08,-9.76495382707e-14,-4.92482779596e-07,10.0,30.0
441,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,2.57598005032e-08,1.42104198554e-08,3.35098971469e-07,-1.15387916663e-08,6.84518636287e-09,2.10286234934e-08,2.20469775045e-07,-3.2522586456e-08,-3.52838871391e-08,-5.57895975651e-07,10.0,30.0
442,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,4.14677402543e-08,-2.08132809304e-08,3.10210868651e-07,-9.01877326164e-09,1.39362763786e-08,-1.94271368149e-09,2.89940335407e-07,-5.53608651415e-08,2.27432112306e-08,-6.02455238715e-07,10.0,30.0
443,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,3.24876367124e-08,6.26711082558e-09,3.05059996259e-07,-2.3478897102e-09,1.52902286834e-08,1.38484244274e-08,3.39830918599e-07,-4.76588208118e-08,-2.01673801471e-08,-6.47105538535e-07,10.0,30.0
444,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,3.92024412938e-08,-1.81868694049e-08,2.6942431701e-07,3.61991996733e-09,1.08855825001e-08,1.86463195815e-09,3.45769151134e-07,-4.99977193761e-08,1.63359230826e-08,-6.17478823539e-07,10.0,30.0
445,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,3.92024413288e-08,1.81868694237e-08,2.69424317079e-07,-3.61991993573e-09,1.08855825401e-08,-1.86463196556e-09,3.45769150365e-07,-4.99977193718e-08,-1.63359230741e-08,-6.17478823499e-07,10.0,30.0
446,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,3.24876366833e-08,-6.26711087279e-09,3.05059996302e-07,2.34788973629e-09,1.52902287052e-08,-1.38484244729e-08,3.39830917938e-07,-4.76588208552e-08,2.01673802798e-08,-6.4710553851e-07,10.0,30.0
447,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,4.14677402842e-08,2.08132809645e-08,3.10210868655e-07,9.01877328803e-09,1.39362763691e-08,1.94271394048e-09,2.89940334871e-07,-5.53608651173e-08,-2.27432115352e-08,-6.02455238489e-07,10.0,30.0
448,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,2.57598005019e-08,-1.4210419811e-08,3.35098971417e-07,1.153879169e-08,6.84518640924e-09,-2.10286233796e-08,2.20469774552e-07,-3.25225864535e-08,3.5283875338e-08,-5.57895975853e-07,10.0,30.0
449,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,4.01728060464e-08,-1.42405656498e-17,3.0997999345e-07,3.8870225124e-17,9.52921100384e-09,-6.6300203453e-16,1.80011811028e-07,-4.9554142558e-08,-9.35927436741e-16,-4.92482778734e-07,10.0,30.0
450,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-4.66544085105e-08,1.82435043285e-14,2.90674513247e-07,-2.97299317615e-15,1.10526608691e-08,7.49341747731e-15,1.76588223421e-07,3.53770405139e-08,-8.09841831666e-14,-4.67026918359e-07,10.0,30.0
451,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-6.58440282772e-08,7.75609686802e-09,2.68858577651e-07,-2.25465473273e-09,4.50738115052e-09,7.93551591147e-08,1.39548458507e-07,6.12170383219e-08,-8.71738593252e-08,-4.08225639266e-07,10.0,30.0
452,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-5.52541631401e-08,4.87830279466e-09,2.85818858638e-07,-7.05096794378e-09,1.61765647638e-08,8.91294317657e-08,2.16879390752e-07,3.89084889449e-08,-9.40528568482e-08,-5.02630264438e-07,10.0,30.0
453,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio10.0-height2000-pole.txt,-7.41458121868e-08,8.80664585145e-09,3.00565355798e-07,6.82367533165e-09,2.94694143814e-09,8.62315544459e-08,2.40912738239e-07,7.10352701571e-08,-9.50910071062e-08,-5.41445022686e-07,10.0,30.0
