0,0
2.5,1.86923172
5,2.7355989
7.5,3.262925469
10,3.612147838
12.5,3.920123326
15,4.149219113
17.5,4.334091688
20,4.506775537
22.5,4.668795787
25,4.813767742
27.5,4.939389444
30,5.045338629
32.5,5.139639844
35,5.231056508
37.5,5.319389248
40,5.404744797
42.5,5.487701038
45,5.567666155
47.5,5.642865983
50,5.713209883
