0,0.000163
2.5,0.006401
5,0.047326
7.5,0.097784
10,0.189761
12.5,0.458739
15,0.769854
17.5,1.004748
20,1.564957
22.5,2.540044
25,3.338678
27.5,4.727041
30,5.457849
32.5,7.333128
35,8.611505
37.5,10.260286
40,12.72521
42.5,15.12916
45,17.439123
47.5,21.264314
50,27.651788
